Recid;MStamp;MStation;IDArtikelHistoriek;IDDocument;IDRelatieTypeArt;IDRelatieTypeDoc
1001747;2012-06-11;1;1169406;1021807;1;1
1001748;2012-06-11;1;1124865;1021808;1;1
1001749;2012-06-11;1;1189706;1021808;1;1
1001750;2012-06-12;1;1192319;1000866;1;1
1001751;2012-06-12;1;1177379;1021812;1;1
1001752;2012-06-13;1;1187515;1021820;1;1
1001753;2012-06-13;1;1187516;1021820;1;1
1001754;2012-06-14;1;1176267;1021824;1;1
1001756;2012-06-18;1;1176202;1021835;1;1
1001757;2012-06-18;1;1176226;1021835;1;1
1001758;2012-06-18;1;1176334;1021835;1;1
1001759;2012-06-18;1;1187516;1021836;1;1
1001760;2012-06-20;1;1177379;1021859;1;1
1001761;2012-06-25;1;1164639;1021872;1;1
1001762;2012-06-26;1;1192691;1021875;1;1
1001763;2012-06-26;1;1192959;1021875;1;1
1001764;2012-06-26;1;1192962;1021876;1;1
1001765;2012-06-26;1;1192963;1021876;1;1
1001766;2012-06-26;1;1192968;1021876;1;1
1001767;2012-07-02;1;1176171;1021883;1;1
1001768;2012-07-02;1;1176196;1021883;1;1
1001769;2012-07-02;1;1192697;1021884;1;1
1001770;2012-07-02;1;1188992;1021886;1;1
1001771;2012-07-02;1;1188993;1021886;1;1
1001772;2012-07-02;1;1188995;1021886;1;1
1001773;2012-07-02;1;1188997;1021886;1;1
1001774;2012-07-05;1;1193954;1013540;1;1
1001775;2012-07-06;1;1176127;1021905;1;1
1001776;2012-07-09;1;1193491;1021908;1;1
1001778;2012-07-12;1;1189269;1021923;1;1
1001779;2012-07-12;1;1142389;1021922;1;1
1001780;2012-07-13;1;1094570;1021909;1;1
1001781;2012-07-13;1;1094599;1021909;1;1
1001782;2012-07-13;1;1140137;1021909;1;1
1001783;2012-07-13;1;1140769;1021909;1;1
1001784;2012-07-13;1;1095037;1021909;1;1
1001785;2012-07-13;1;1113541;1021909;1;1
1001786;2012-07-16;1;1135418;1021929;1;1
1001787;2012-07-16;1;1135421;1021929;1;1
1001788;2012-07-16;1;1135423;1021929;1;1
1001789;2012-07-16;1;1062013;1021910;1;1
1001790;2012-07-16;1;1189713;1021931;1;1
1001791;2012-07-17;1;1174973;1021936;1;1
1001792;2012-07-17;1;1175006;1021937;1;1
1001793;2012-07-17;1;1193179;1021942;1;1
1001794;2012-07-19;1;1177238;1021949;1;1
1001795;2012-07-19;1;1131777;1021950;1;1
1001796;2012-07-23;1;1176196;1021964;1;1
1001797;2012-07-23;1;1176222;1021964;1;1
1001798;2012-07-27;1;1176133;1021984;1;1
1001799;2012-07-30;1;1185789;1021989;1;1
1001800;2012-07-30;1;1185790;1021989;1;1
1001801;2012-07-30;1;1185799;1021989;1;1
1001802;2012-08-01;1;1177237;1021995;1;1
1001803;2012-08-02;1;1176231;1021997;1;1
1001804;2012-08-03;1;1195507;1022005;1;1
1001805;2012-08-03;1;1177214;1022003;1;1
1001806;2012-08-07;1;1107540;1022021;1;1
1001807;2012-08-07;1;1155584;1022025;1;1
1001808;2012-08-08;1;1165205;1022044;1;1
1001809;2012-08-10;1;1129825;1022059;1;1
1001810;2012-08-10;1;1176079;1022061;1;1
1001811;2012-08-10;1;1164742;1022063;1;1
1001812;2012-08-13;1;1189137;1022066;1;1
1001813;2012-08-13;1;1185317;1022070;1;1
1001814;2012-08-13;1;1185366;1022070;1;1
1001815;2012-08-13;1;1182783;1022071;1;1
1001816;2012-08-13;1;1157742;1022072;1;1
1001817;2012-08-17;1;1196081;1022094;1;1
1001818;2012-08-23;1;1031122;1022146;1;1
1001819;2012-08-23;1;1182981;1022145;1;1
1001820;2012-08-23;1;1182969;1022145;1;1
1001821;2012-08-23;1;1186344;1022147;1;1
1001822;2012-08-23;1;1054967;1022147;1;1
1001823;2012-08-27;1;1184228;1022149;1;1
1001824;2012-08-27;1;1184231;1022149;1;1
1001825;2012-08-28;1;1199163;1011072;1;1
1001826;2012-08-29;1;1195980;1022154;1;1
1001827;2012-09-04;1;1189188;1022023;1;1
1001829;2012-09-05;1;1176264;1022203;1;1
1001830;2012-09-06;1;1171168;1022220;1;1
1001831;2012-09-06;1;1171168;1022221;1;1
1001832;2012-09-06;1;1146398;1022228;1;1
1001833;2012-09-07;1;1162326;1022231;1;1
1001834;2012-09-19;1;1176247;1022273;1;1
1001835;2012-09-19;1;1176262;1022273;1;1
1001836;2012-09-24;1;1186930;1022283;1;1
1001837;2012-10-10;1;1174956;1022356;1;1
1001838;2012-10-10;1;1195731;1022356;1;1
1001839;2012-10-10;1;1199826;1022361;1;1
1001840;2012-10-10;1;1199834;1022361;1;1
1001841;2012-10-10;1;1193797;1022362;1;1
1001842;2012-10-10;1;1201910;1022362;1;1
1001843;2012-10-10;1;1192691;1022355;1;1
1001844;2012-10-12;1;1054967;1022373;1;1
1001845;2012-10-16;1;1177379;1022384;1;1
1001846;2012-10-17;1;1190497;1022388;1;1
1001847;2012-10-17;1;1190499;1022388;1;1
1001848;2012-10-17;1;1025532;1022389;1;1
1001849;2012-10-19;1;1171168;1022405;1;1
1001850;2012-10-19;1;1190504;1022407;1;1
1001851;2012-10-19;1;1190508;1022407;1;1
1001852;2012-10-19;1;1190514;1022407;1;1
1001853;2012-10-23;1;1124498;1022411;1;1
1001854;2012-10-24;1;1177104;1022413;1;1
1001855;2012-10-24;1;1191275;1022415;1;1
1001856;2012-10-24;1;1191276;1022415;1;1
1001857;2012-10-26;1;1190499;1022421;1;1
1001858;2012-10-26;1;1190501;1022421;1;1
1001859;2012-10-26;1;1197100;1022423;1;1
1001860;2012-10-29;1;1137388;1022426;1;1
1001861;2012-10-30;1;1195727;1022429;1;1
1001862;2012-10-30;1;1191498;1022431;1;1
1001863;2012-10-30;1;1119738;1022432;1;1
1001864;2012-10-30;1;1125157;1022432;1;1
1001865;2012-10-30;1;1110507;1022433;1;1
1001866;2012-11-07;1;1040795;1022443;1;1
1001867;2012-11-07;1;1040797;1022443;1;1
1001868;2012-11-08;1;1029312;1022450;1;1
1001869;2012-11-08;1;1132328;1022451;1;1
1001870;2012-11-13;1;1150445;1022459;1;1
1001871;2012-11-14;1;1175620;1022460;1;1
1001872;2012-11-14;1;1187888;1022460;1;1
1001873;2012-11-14;1;1175620;1022461;1;1
1001874;2012-11-14;1;1187888;1022461;1;1
1001875;2012-11-19;1;1042058;1022469;1;1
1001876;2012-11-20;1;1081904;1022470;1;1
1001877;2012-11-22;1;1195816;1022480;1;1
1001878;2012-11-23;1;1025798;1022482;1;1
1001879;2012-11-27;1;1195331;1022489;1;1
1001880;2012-11-27;1;1195333;1022489;1;1
1001881;2012-11-27;1;1187250;1022490;1;1
1001882;2012-11-27;1;1197100;1022491;1;1
1001883;2012-11-27;1;1167647;1022493;1;1
1001884;2012-11-27;1;1167647;1022494;1;1
1001885;2012-11-27;1;1167647;1022495;1;1
1001886;2012-11-27;1;1076700;1022492;1;1
1001887;2012-11-27;1;1035553;1022492;1;1
1001889;2012-11-30;1;1167647;1022506;1;1
1001890;2012-11-30;1;1171167;1022506;1;1
1001891;2012-12-06;1;1050367;1022517;1;1
1001892;2012-12-06;1;1167647;1022519;1;1
1001893;2012-12-10;1;1151635;1022525;1;1
1001894;2012-12-11;1;1057411;1022526;1;1
1001895;2012-12-11;1;1197243;1022526;1;1
1001896;2012-12-12;1;1189488;1022528;1;1
1001897;2012-12-12;1;1203645;1022529;1;1
1001898;2012-12-14;1;1026934;1022537;1;1
1001899;2012-12-19;1;1205525;1022547;1;1
1001900;2012-12-19;1;1027273;1022550;1;1
1001901;2012-12-19;1;1198528;1022554;1;1
1001902;2012-12-19;1;1035553;1022555;1;1
1001904;2013-01-03;1;1205525;1022584;1;1
1001905;2013-01-03;1;1001150;1022574;1;1
1001906;2013-01-04;1;1207330;1018523;1;1
1001907;2013-01-04;1;1207330;1018523;3;7
1001908;2013-01-04;1;1207331;1022397;3;7
1001909;2013-01-04;1;1130524;1022593;1;1
1001910;2013-01-04;1;1152867;1022595;1;1
1001911;2013-01-04;1;1129107;1022596;1;1
1001912;2013-01-07;1;1195502;1022600;1;1
1001913;2013-01-07;1;1195498;1022603;1;1
1001914;2013-01-07;1;1195499;1022603;1;1
1001915;2013-01-07;1;1180894;1022598;1;1
1001916;2013-01-07;1;1195816;1022599;1;1
1001917;2013-01-08;1;1129095;1022607;1;1
1001918;2013-01-08;1;1129107;1022604;1;1
1001919;2013-01-08;1;1051155;1022604;1;1
1001920;2013-01-08;1;1085822;1022606;1;1
1001921;2013-01-08;1;1108053;1022606;1;1
1001922;2013-01-09;1;1069813;1022610;1;1
1001923;2013-01-09;1;1110413;1022613;1;1
1001924;2013-01-10;1;1201228;1022616;1;1
1001925;2013-01-15;1;1169361;1022627;1;1
1001926;2013-01-15;1;1184230;1022621;1;1
1001927;2013-01-17;1;1069813;1022633;1;1
1001928;2013-01-22;1;1205728;1022639;1;1
1001929;2013-01-22;1;1119831;1022640;1;1
1001930;2013-01-22;1;1197120;1022641;1;1
1001931;2013-01-22;1;1197129;1022641;1;1
1001932;2013-01-22;1;1196716;1022641;1;1
1001933;2013-01-22;1;1196719;1022641;1;1
1001934;2013-01-22;1;1198609;1022641;1;1
1001935;2013-01-22;1;1198613;1022641;1;1
1001936;2013-01-22;1;1174956;1022642;1;1
1001937;2013-01-22;1;1205509;1022642;1;1
1001938;2013-01-22;1;1206446;1022643;1;1
1001939;2013-01-22;1;1206447;1022643;1;1
1001940;2013-01-22;1;1206453;1022643;1;1
1001941;2013-01-22;1;1194231;1022644;1;1
1001942;2013-01-22;1;1050397;1022644;1;1
1001943;2013-01-22;1;1187816;1022645;1;1
1001944;2013-01-29;1;1129829;1022655;1;1
1001945;2013-01-23;1;1124865;1022654;1;1
1001946;2013-01-23;1;1201685;1022650;1;1
1001947;2013-01-23;1;1197243;1022648;1;1
1001948;2013-01-23;1;1197245;1022648;1;1
1001949;2013-01-23;1;1197247;1022648;1;1
1001950;2013-01-23;1;1197248;1022648;1;1
1001951;2013-01-23;1;1074820;1022658;1;1
1001952;2013-01-23;1;1074820;1022657;1;1
1001953;2013-01-23;1;1074820;1022656;1;1
1001954;2013-01-25;1;1205722;1022672;1;1
1001956;2013-01-28;1;1204171;1022682;1;1
1001957;2013-01-28;1;1180894;1022684;1;1
1001958;2013-01-28;1;1209135;1022685;1;1
1001959;2013-01-28;1;1191685;1022686;1;1
1001960;2013-01-29;1;1207654;1022690;1;1
1001961;2013-01-30;1;1196195;1022691;1;1
1001962;2013-01-30;1;1196196;1022691;1;1
1001963;2013-01-30;1;1208926;1022693;1;1
1001964;2013-02-04;1;1203515;1022700;1;1
1001965;2013-02-04;1;1171455;1022702;1;1
1001966;2013-02-04;1;1171485;1022702;1;1
1001967;2013-02-05;1;1197103;1022703;1;1
1001968;2013-02-05;1;1062114;1022703;1;1
1001969;2013-02-05;1;1196699;1022703;1;1
